DATOS GENERALES,Nombre de la Presa:,Otro Nombre:,En fase de:,Titular de la presa:,Proyectista:,Categoría según riesgo:,Fin de las obras:,Recrecimiento:,X utm 30,Y utm 30,Usos del embalse:,Usuarios:,DATOS HIDROLÓGICOS,Superficie de la cuenca (km2):,Aportación media anual (hm3):,Precipitación media anual (mm):,Avenida de Proyecto (m3/s):,PRESA,Tipo de Presa:,Altura desde cimientos (m):,Longitud de coronación (m):,Cota coronación (m):,Cota cimentación (m):,Cota cauce (m):,Volumen cuerpo presa (1000 m3):,Nº de desagües:,Capacidad desagüe (m3/s):,Nº de aliviaderos:,Capacidad aliviaderos (m3/s):,Regulación:,DATOS GEOGRÁFICOS,Rio de ubicación:,Municipio:,Vertiente:
,"PINTADO, EL",,Explotación,ESTADO,V. GLEZ. GIMENEZ,A,31-12-1948,--,0240470,4208350,Hidroeléctrico                                    -  - Riego,-  -,,"1100,000","0,000","0,000","1762,000",,Gravedad,"86,500","356,000","342,500","256,000","261,500","353,840",001,"130,000 -",001,"1400,000 -",Compuertas. -,,VIAR,CAZALLA DE LA SIERRA,GUADALQUIVIR
,"PINTADO, EL (DERIVACION)",,Explotación,ESTADO,E.GRAJERA DE LEON,C,31-12-1940,--,0243255,4190470,Riego                                             -  -,-  -,,"1100,000","0,000","0,000","1500,000",,Gravedad,"9,500","164,000","81,550","72,050","74,050","6,000",001,"10,000 -",001,"1500,000 -","No, Labio fijo -",,VIAR,ALMADEN DE LA PLATA,GUADALQUIVIR
,"PINTOR, EL",,Explotación,COMUNIDAD DE REGANTES DE EL PINTOR,S. BENITEZ,,01-01-1956,--,-732620,3169103,Riego                                             -  -,-  -,,"2,340","0,000","0,000","0,000",,Gravedad,"30,000","120,000","305,000","275,000","275,000","12,000",000,-,001,"6,908 -","No, Labio fijo -",,BARRANCO TAMARACEITE,"PALMAS DE GRAN CANARIA, LAS",LAS PALMAS
,PUENTE DE LA CERRADA,,Explotación,ESTADO,J.VISEDO,B,31-12-1963,--,0483505,4201425,Hidroeléctrico                                    -  - Riego,-  -,,"1095,000","0,000","0,000","1151,000",,Gravedad,"22,050","146,500","372,500","350,450","359,000","19,300",001,"70,000 -",001,"1370,000 -",Compuertas. -,,GUADALQUIVIR,"JODAR, PEAL BECERRO",GUADALQUIVIR
,QUENTAR,,Explotación,ESTADO,C. FDEZ. CASADO,A,01-01-1975,--,0461175,4117647,Abastecimiento                                    -  - Riego,-  -,,"101,500","0,000","0,000","600,000",,Bóveda,"133,000","200,000","1041,000","908,000","935,000","227,000",001,"37,500 -",001,"600,000 -",Compuertas. -,,AGUAS BLANCAS,QUENTAR,GUADALQUIVIR
,"REGAJO, EL",,Explotación,ESTADO,E. FELTRER,A,31-10-1959,--,0711744,4418559,Riego                                             -  -,-  -,,"450,000","82,000","371,000","438,000",,Gravedad,"27,530","383,000","406,530","379,000","382,200","43,200",001,"42,000 -",001,"315,000 -",Compuertas. -,,PALANCIA,JERICA,JÚCAR
,REQUEJADA,,Explotación,ESTADO,J. FEDZ. MORENO,A,31-12-1940,--,0375507,4751818,Abastecimiento                                    -  - Riego,-  -,,"247,000","193,000","0,000","400,000",,Gravedad,"57,000","200,000","1083,000","1026,000","1030,500","97,000",000,-,001,"450,000 -",Compuertas. -,,PISUERGA,CERVERA DE PISUERGA,DUERO
,RETORTILLO,,Explotación,ESTADO,J.A. VIGUERAS Y M.A. RUIZ AZUA,A,01-01-1970,--,0293165,4191105,Abastecimiento                                    -  - Riego,-  -,,"311,000","0,000","0,000","600,000",,Gravedad,"53,000","156,000","189,000","136,000","152,000","87,160",001,"29,220 -",001,"618,000 -",Compuertas. -,,RETORTILLO,"HORNACHUELOS, PUEBLA DE INFANTES",GUADALQUIVIR
,"REY, DEL",,Explotación,ESTADO,J.L. MIRANDA,C,31-12-1971,--,0453964,4461241,Riego                                             -  -,-  -,,"8800,000","0,000","0,000","2880,000",,Gravedad,"11,000","110,470","526,640","515,640","520,260","60,700",002,"0,000 - 0,000",001,"2000,000 -",Compuertas. -,,JARAMA,RIVAS-VACIAMADRID,TAJO
,ROSARITO,,Explotación,ESTADO,F. PEREZ DE LA TORRE,A,31-12-1958,--,0302082,4442874,Riego                                             -  -,-  -,,"1754,000","901,500","1043,000","1587,000",,Gravedad,"37,500","123,350","308,800","271,300","283,700","63,000",001,"150,000 -",001,"1560,000 -",Compuertas. -,,TIETAR,"OROPESA, CANDELEDA",TAJO
,ROSARITO (DIQUE DEL COLLADO),,Explotación,ESTADO,F-PEREZ DE LA TORRE,A,31-12-1958,--,0302065,4442890,Hidroeléctrico                                    -  - Riego,-  -,,"0,000","0,000","0,000","0,000",,Materiales sueltos homogenea,"4,070","2650,000","308,800","304,730","305,530","60,960",000,-,000,-,-,,ARROYO DEL MOJÓN,"OROPESA, CANDELEDA",TAJO
,RUMBLAR,,Explotación,ESTADO,F-MELLIZO,A,31-12-1941,--,0429670,4224281,Abastecimiento                                    -  - Riego,-  -,,"550,000","0,000","0,000","576,000",,Gravedad,"68,000","220,000","344,000","276,000","284,000","162,340",001,"55,000 -",001,"485,000 -","No, Labio fijo -",,RUMBLAR,BAÑOS DE LA ENCINA,GUADALQUIVIR
,SALOR,,Explotación,"JUNTA DE EXTREMADURA, C.A.C.",G-VALERO,A,01-01-1964,--,0214873,4362570,Riego                                             -  -,-  -,,"160,000","0,000","0,000","300,000",,Gravedad,"21,400","612,500","398,100","376,700","382,700","30,650",001,"0,000 -",001,"300,000 -","No, Labio fijo -",,SALOR,CACERES,TAJO
,SALVAINDIA,,Explotación,J. DEL RIO AMOR,,,01-01-1940,--,-730322,3159750,Riego                                             -  -,-  -,,"0,640","0,000","0,000","0,000",,Gravedad,"16,000","86,000","360,000","344,000","344,000","6,000",000,-,000,-,-,,BARRANCO HOYA DE LOS MANRIQUES,TEIDE,LAS PALMAS
,SAN JOSE,,Explotación,ESTADO,J-CAMARA RICA,A,31-12-1941,--,0310275,4586175,Abastecimiento                                    -  - Riego,-  -,,"38900,000","3959,000","0,000","2500,000",,Gravedad,"17,300","156,000","660,000","642,700","644,750","48,020",000,-,002,"2500,000 - 0,000",Compuertas. - Compuertas.,,DUERO,CASTRONUÑO,DUERO
,SAN PONS,,Explotación,AUTONOMIA GENERALITAT CATALUÑA,J-M-COMTE,A,31-12-1957,--,0882050,4656262,Riego                                             -  - Abastecimiento,-  -,,"117,000","435,000","700,000","865,000",,Gravedad,"60,000","311,000","531,500","472,000","485,000","195,000",002,"70,000 - 12,000",001,"733,780 -",Compuertas. -,,CARDONER,CLARIANA DE CARDENER,C.I. CATALUÑA
,SANTA BRIGIDA,,Explotación,CDAD. SATAUTEJO Y LA HIGUERA,,,01-01-1954,--,-735048,3163518,Riego                                             -  -,-  -,,"8,320","0,000","0,000","0,000",,Gravedad,"20,000","95,000","560,000","540,000","540,000","10,000",000,-,001,"50,000 -","No, Labio fijo -",,BARRANCO GUINIGUADA,SANTA BRIGIDA,LAS PALMAS
,SANTA TERESA,,Explotación,ESTADO,L. DIAZ CANEJA PANDO,A,31-12-1960,--,0280229,4505515,Hidroeléctrico                                    -  - Riego,-  -,,"1853,000","680,000","639,400","2050,000",,Gravedad,"58,500","517,000","887,200","828,700","832,700","385,570",002,"0,000 - 0,000",001,"2050,000 -",Compuertas. -,,TORMES,MONTEJO,DUERO
,SANTA TERESA (DIQUE DEL COLLADO),,Explotación,ESTADO,L. DIAZ CANEJA PANDO,A,31-12-1960,--,0280260,4505530,Hidroeléctrico                                    -  - Riego,-  -,,"1853,000","639,400","680,000","2050,000",,Gravedad,"15,000","165,000","886,900","871,900","874,200","10,000",000,-,000,-,-,,TORMES,MONTEJO,DUERO
,SANTOMERA,,Explotación,ESTADO,A.BOTÍA PANTOJA,A,31-12-1965,--,0667730,4218323,Defensa frente a avenidas                         -  - Riego,-  -,,"453,000","28,320","338,000","1000,000",,Gravedad,"51,500","205,790","101,500","50,000","64,500","103,210",001,"23,720 -",001,"296,000 -",Compuertas. -,,RAMBLA DE SANTOMEA,SANTOMERA,SEGURA
,SANTOMERA (DIQUE DEL COLLADO),,Explotación,ESTADO,A. BOTIA PANTOJA,A,31-12-1965,--,0667635,4218190,Defensa frente a avenidas                         -  - Riego,-  -,,"453,000","28,320","338,000","1000,000",,Gravedad,"21,500","146,100","101,500","80,000","87,900","22,140",000,-,000,-,-,,SALADA,SANTOMERA,SEGURA
,SICHAR,,Explotación,ESTADO,R. AZCOITI,A,30-04-1960,--,0736393,4432556,Regulación                                        -  - Riego,-  -,,"2334,000","158,000","320,000","1800,000",,Gravedad,"58,000","581,000","167,500","109,500","113,500","288,000",001,"60,000 -",001,"1800,000 -",Compuertas. -,,MIJARES,ONDA,JÚCAR
,SICHAR DERIVACIÓN,,Explotación,ESTADO,,C,31-03-1972,--,0737561,4431406,Riego                                             -  -,-  -,,"2338,000","158,000","320,000","0,000",,Gravedad,"11,200","60,000","109,600","98,400","106,300","0,000",000,-,001,"16,000 -","No, Labio fijo -",,MIJARES,ONDA,JÚCAR
,"SOLANA, LA",,Explotación,MARÍA SOLEDAD Y ASUNCIÓN SALAMANCA LAFFITTE,,C,01-01-1955,--,0121529,4390838,Riego                                             -  -,-  -,,"6,600","52,000","530,000","0,000",,Gravedad,"8,000","259,000","321,000","313,000","315,000","3,000",001,"0,200 -",001,"29,000 -","No, Labio fijo -",,ARROYO CABRIOSO,HERRERA DE ALCANTARA,TAJO
,SORIA,,Explotación,COMUNIDAD DE AGUAS DE LA LUMBRE,F-PEREZ Y L. FEDRIANI,,01-01-1972,--,-752335,3152243,Riego                                             -  -,-  -,,"32,500","2,000","450,000","170,000",,Bóveda,"132,000","148,450","610,000","478,000","490,000","211,680",001,"70,000 -",001,"120,000 -","No, Labio fijo -",,BARRANCO SORIA,SAN BARTOLOME DE TIRAJANA,LAS PALMAS
,TAIBILLA,,Explotación,ESTADO. MANCOMUNIDAD CANALES TAIBILLA,A. SANCHEZ,A,30-06-1973,--,0564582,4227685,Abastecimiento                                    -  - Riego,-  -,,"327,000","5,390","366,000","545,000",,Materiales sueltos núcleo arcilla,"39,000","271,000","956,300","917,300","922,300","590,000",001,"1,420 -",001,"510,000 -","No, Labio fijo -",,TAIBILLA,NERPIO,SEGURA
,TAIBILLA (TOMA),,Explotación,ESTADO. MANCOMUNIDAD CANALES TAIBILLA,J. ABOLLADO ARIBAU,B,31-12-1942,--,0563940,4231996,Riego                                             -  - Abastecimiento,-  -,,"375,000","23,100","366,000","746,000",,Gravedad,"23,500","56,700","822,000","798,500","805,500","10,000",001,"0,000 -",001,"670,000 -",Compuertas. -,,TAIBILLA,NERPIO,SEGURA
,TAMADABA,,Explotación,J. SANSO ENRIQUEZ,R. GONZALEZ NEGRIN,,01-01-1954,--,-751970,3170636,Riego                                             -  -,-  -,,"0,510","0,000","0,000","0,000",,Gravedad,"15,000","163,000","1030,000","1015,000","1015,000","1,840",000,-,001,"17,317 -","No, Labio fijo -",,BARRANCO LOS ANCONES,AGAETE,LAS PALMAS
,TAMAIDE,,Explotación,PARTICULAR,P. ARCE,,31-12-1956,--,-846355,3184324,Riego                                             -  -,-  -,,"0,000","0,000","0,000","0,000",,Gravedad,"25,000","115,000","625,000","600,000","0,000","7,000",000,-,001,"14,000 -","No, Labio fijo -",,TAMAIDE,SAN MIGUEL,TENERIFE
,TAMARACEITE,,Explotación,GUERRA G.S.L.,R. GONZALEZ NEGRIN,,01-01-1954,--,-729878,3171848,Riego                                             -  -,-  -,,"21,760","0,000","0,000","0,000",,Gravedad,"18,000","35,000","196,000","178,000","180,000","16,400",000,-,001,"43,472 -","No, Labio fijo -",,BARRANCO TAMARACEITE,"PALMAS DE GRAN CANARIA, LAS",LAS PALMAS
,TAMUJAR,,Explotación,A. CARRASCO Y F. ALBA,J-SAURA MARTINEZ,,31-12-1974,--,0249574,4196269,Riego                                             -  -,-  -,,"12,530","0,000","0,000","46,000",,Materiales sueltos homogenea,"16,000","120,000","474,000","458,000","460,500","11,700",000,-,001,"59,000 -","No, Labio fijo -",,TAMUJAR,CAZALLA DE LA SIERRA,GUADALQUIVIR
,TIJOCO,,Explotación,U-AGRICOLA HOYA GRANDE,,,31-12-1948,--,-858726,3192933,Riego                                             -  -,-  -,,"0,470","0,000","0,000","0,000",,Gravedad,"19,000","67,000","390,000","371,000","0,000","6,800",000,-,001,"29,000 -","No, Labio fijo -",,MORADAS,ADEJE,TENERIFE
,TIRAJANA,,Explotación,HEREDAD DE SARDINA Y ALDEA BLANCA,A. CAÑAS - S. ALONSO - B. OLIDEN,,01-01-1974,--,-739446,3148429,Riego                                             -  -,-  -,,"42,000","1,000","340,000","555,000",,Materiales sueltos núcleo arcilla,"74,000","160,000","400,000","326,000","356,000","380,000",000,-,001,"430,000 -","No, Labio fijo -",,BARRANCO TIRAJANA,SANTA LUCIA,LAS PALMAS
,"TORCAS, LAS",,Explotación,ESTADO,N-LIRIA Y F. GOMEZ SIMON,A,31-12-1946,--,0660235,4573209,Abastecimiento                                    -  - Riego,-  -,,"456,000","30,000","425,000","294,000",,Gravedad,"37,430","100,500","624,700","587,270","594,270","12,790",001,"15,000 -",001,"240,000 -","No, Labio fijo -",,HUERVA,TOSOS,EBRO
,TORONJO,,Explotación,DIEGO VEGA GARRIDO,J-ALONSO URQUIJO,,01-01-1968,--,-737259,3163638,Riego                                             -  -,-  -,,"1,730","0,000","0,000","0,000",,Gravedad,"17,000","74,000","729,000","712,000","712,000","5,000",000,-,001,"4,980 -","No, Labio fijo -",,BARRANCO TORONJO,VEGA DE SAN MATEO,LAS PALMAS
,TORRE DEL AGUILA,,Explotación,ESTADO,M-COMINGES Y A. LOPEZ,A,31-12-1947,01-01-1961,0254802,4103394,Riego                                             -  -,-  -,,"460,000","0,000","0,000","700,000",,Materiales sueltos homogenea,"42,000","290,000","55,000","13,000","26,000","250,200",001,"45,000 -",001,"700,000 -","No, Labio fijo -",,SALADO DE MORON,UTRERA,GUADALQUIVIR
,TORRELARA,,Explotación,JOSÉ M. MURO-LARA,J-VARELA DE VEGA,C,31-12-1971,--,0371042,4526981,Riego                                             -  -,-  -,,"38,000","0,000","0,000","0,000",,Materiales sueltos homogenea,"10,000","200,000","941,000","931,000","933,000","40,730",001,"0,000 -",001,"45,000 -","No, Labio fijo -",,MAGDALENA,MUÑOPEDRO,DUERO
,TOZO,,Explotación,MARIA VICTORIA SANZ GUTIERREZ,L-CANALEJO,C,01-01-1962,--,0258781,4384708,Riego                                             -  -,-  -,,"0,000","0,000","0,000","80,000",,Gravedad,"6,050","227,000","449,150","443,100","444,100","5,000",000,-,001,"80,000 -","No, Labio fijo -",,TOZO,TORRECILLAS DE LA TIESA,TAJO
,TRANCO DE BEAS,,Explotación,ESTADO,F-BRIONES-C.H. GUADALQUIVIR,A,31-12-1944,--,0518004,4225445,Hidroeléctrico                                    -  - Riego,-  -,,"550,000","177,000","739,000","2200,000",,Gravedad,"93,000","290,000","643,000","550,000","559,500","230,000",001,"104,000 -",001,"1100,000 -",Compuertas. -,,GUADALQUIVIR,VILLANUEVA DEL ARZOBISPO,GUADALQUIVIR
,"TRANQUERA, LA",,Explotación,ESTADO,C. SANCHO REBULLIDA,A,31-12-1959,--,0600522,4568949,Abastecimiento                                    -  - Riego,-  -,,"1470,000","146,000","388,000","1470,000",,Gravedad,"80,500","227,000","687,500","607,000","644,000","230,000",001,"170,000 -",001,"1320,000 -",Compuertas. -,,PIEDRA,CARENAS,EBRO
,ULLDECONA,,Explotación,ESTADO,"L. BERMEJO, E. MILLARES, J. SANCHO",A,01-01-1967,01-01-1984,0773861,4507456,Riego                                             -  -,-  -,,"126,000","37,600","785,800","167,000",,Gravedad,"61,000","167,000","479,830","418,830","429,330","129,000",001,"47,000 -",001,"400,000 -",Compuertas. -,,CENIA,"PUEBLA DE BENIFASAR, LA",JÚCAR
,"UMBRIA, LA",,Explotación,AYUNTAMIENTO DE LAS PALMAS,M. GONZALEZ,,01-01-1970,--,-733391,3167279,Riego                                             -  -,-  -,,"0,350","0,000","0,000","5,000",,Gravedad,"25,000","200,250","571,000","546,000","547,000","25,000",000,-,001,"4,387 -","No, Labio fijo -",,BARRANCO CASTILLEJO,"PALMAS DE GRAN CANARIA, LAS",LAS PALMAS
,VADIELLO,,Explotación,ESTADO,J-RUIZ DE AZUA,A,31-12-1971,--,0724831,4680585,Abastecimiento                                    -  - Riego,-  -,,"95,000","33,000","750,000","325,000",,Gravedad,"85,000","126,000","748,500","663,500","678,000","12,000",001,"37,000 -",001,"360,000 -",Compuertas. -,,GUATIZALEMA,LOPORZANO,EBRO
,VALBONA,,Explotación,ESTADO,J-SANCHO TELLO,A,23-04-1959,--,0685680,4458155,Riego                                             -  -,-  -,,"42,000","4,810","382,000","100,000",,Gravedad,"15,340","194,000","980,400","965,060","969,200","8,950",001,"4,900 -",001,"100,000 -","No, Labio fijo -",,VALBONA,VALBONA,JÚCAR
,VALBONA (DIQUE DEL COLLADO 1),,Explotación,ESTADO,J-SANCHO TELLO,A,23-04-1959,--,0685680,4458155,Riego                                             -  -,-  -,,"42,000","4,810","382,000","100,000",,Materiales sueltos homogenea,"7,940","139,800","980,400","972,460","973,400","12,830",000,-,000,-,-,,VALBONA,VALBONA,JÚCAR
,VALBONA (DIQUE DEL COLLADO 2),,Explotación,ESTADO,J-SANCHO TELLO,C,23-04-1959,01-01-1960,0685680,4458155,Riego                                             -  -,-  -,,"42,000","4,810","382,000","100,000",,Materiales sueltos homogenea,"3,330","162,450","980,400","977,070","978,070","2,950",000,-,000,-,-,,VALBONA,VALBONA,JÚCAR
,VALBONA (DIQUE DEL COLLADO 3),,Explotación,ESTADO,J-SANCHO TELLO,A,23-04-1959,--,0685311,4458523,Riego                                             -  -,-  -,,"42,000","4,810","382,000","100,000",,Materiales sueltos homogenea,"8,970","230,300","980,400","971,430","972,400","20,320",000,-,000,-,-,,VALBONA,VALBONA,JÚCAR
,VALDECABRAS (ARROYO),,Explotación,LOS CHOPOS DE VILLAVERDE S.L,F-ZAPATA TEJEDOR,,31-12-1965,--,0420490,4393145,Riego                                             -  -,-  -,,"40,000","0,000","0,000","81,000",,Gravedad,"9,500","290,000","728,000","718,500","720,000","4,000",000,-,001,"81,000 -","No, Labio fijo -",,VALDECABRAS,ORGAZ,TAJO
,VALDECAÑAS,,Explotación,IBERDROLA GENERACION S.A.,D.MNEZ.BOUDES Y M. CASTILLO,A,01-01-1964,--,0276345,4406515,Hidroeléctrico                                    -  - Riego,-  -,,"36540,000","4054,000","400,000","4700,000",,Bóveda,"98,000","290,000","317,000","219,000","233,000","270,000",001,"300,000 -",002,"3000,000 - 3000,000",Compuertas. - Compuertas.,,TAJO,BELVIS DE MONROY Y CAÑAS DE TAJO,TAJO
,VALDEOBISPO,,Explotación,ESTADO,F-SAENZ OIZA,A,01-01-1965,--,0222665,4444086,Hidroeléctrico                                    -  - Riego,-  -,,"2440,000","914,000","947,000","3150,000",,Gravedad,"57,000","135,000","312,000","255,000","261,000","90,000",001,"24,000 -",001,"2750,000 -",Compuertas. -,,ALAGON,"VALDEOBISPO, MONTEHERMOSO",TAJO
,VALDESAMARIO,,Explotación,ESTADO,R-LOPEZ GONZALEZ,A,31-12-1968,--,0244136,4770732,Regulación                                        -  - Riego,-  -,,"20,200","17,420","1150,000","40,000",,Arco Gravedad,"12,140","40,280","1215,500","1203,360","1206,680","1,000",001,"0,000 -",001,"80,000 -","No, Labio fijo -",,VALDESAMARIO,VALDESAMARIO,DUERO
,VALDESPINA,EMBALSE DE BARRIO,Explotación,COMUNIDAD DE REGANTES AYO. DE VALDESPINA,,C,01-01-1940,--,0302950,4731030,Riego                                             -  -,-  -,,"7,280","0,000","0,000","5,182",,Materiales sueltos homogenea,"10,000","106,000","0,000","0,000","0,000","0,000",001,"0,000 -",002,"0,000 - 0,000","Compuertas. - No, Labio fijo",,ARROYO VALDESPINA,SANTA COLOMBA DE CURUEÑO,DUERO
,VALERON,,Explotación,CDAD. VALERON Y S. FELIPE,J-ALONSO URQUIJO,,01-01-1964,--,-743490,3177341,Riego                                             -  -,-  -,,"5,900","0,000","0,000","0,000",,Gravedad,"30,000","62,500","205,000","175,000","180,000","15,000",000,-,001,"4,276 -","No, Labio fijo -",,BARRANCO VALERON,GUIA DE GRAN CANARIA,LAS PALMAS
,VALUENGO,,Explotación,JUNTA DE EXTREMADURA,INC,,01-01-1959,--,0178405,4245838,Hidroeléctrico                                    -  - Riego,-  -,,"1254,000","0,000","0,000","1160,000",,Gravedad,"32,740","197,000","298,620","265,880","270,000","35,200",000,-,001,"1779,000 -",Compuertas. -,,ARDILA,JEREZ DE LOS CABALLEROS,GUADIANA
,"VAQUERO, EL",,Explotación,CABILDO DE GRAN CANARIA,A. CAÑAS BARRERA Y D. DE LA FE MARRERO,,01-01-1971,--,-754407,3166392,Riego                                             -  -,-  -,,"1,150","0,000","0,000","0,000",,Gravedad,"40,500","126,000","865,500","825,000","825,000","46,000",000,-,001,"3,574 -","No, Labio fijo -",,BARRANCO EL VAQUERO,AGAETE,LAS PALMAS
,"VICARIO, EL",,Explotación,ESTADO,M-BARREDA,B,31-12-1973,--,0413946,4324550,Riego                                             -  -,-  -,,"16050,000","40,000","450,000","2500,000",,Gravedad,"21,500","173,000","601,500","580,000","583,000","25,910",001,"0,000 -",001,"1500,000 -",Compuertas. -,,GUADIANA,CIUDAD REAL,GUADIANA
,"VID III, LA",,Explotación,LUIS RODRIGUEZ-ARIAS SANCHEZ,J-M-BACH ROCA,C,01-01-1959,01-01-1970,0250083,4407365,Riego                                             -  -,-  -,,"106,000","27,000","450,000","200,000",,Gravedad,"19,000","92,500","325,200","306,200","308,000","4,170",001,"5,600 -",001,"200,000 -",Compuertas. -,,VID,TORREJON EL RUBIO,TAJO
,VILASOUTO,,Explotación,ESTADO,F. TORRES Y M. ANDREU,A,31-12-1969,--,0137208,4732817,Riego                                             -  -,-  -,,"49,500","0,000","0,000","225,000",,Gravedad,"59,000","335,500","476,000","417,000","427,000","155,000",001,"16,000 -",001,"225,000 -","No, Labio fijo -",,MAO,"INCIO, O",NORTE
,VILLAFRANCA,,Explotación,"ENDESA GENERACIÓN, S.A.- U.P.H. SUR",C-MENDOZA,C,01-01-1948,--,0359660,4202300,Hidroeléctrico                                    -  - Riego,-  -,,"23639,000","0,000","0,000","3900,000",,Gravedad,"15,670","277,000","124,170","108,500","110,350","17,860",001,"30,000 -",001,"3600,000 -",Compuertas. -,,GUADALQUIVIR,VILLAFRANCA DE CORDOBA,GUADALQUIVIR
,VILLAMECA,,Explotación,ESTADO,JOSE SUAREZ SINOVA,A,31-12-1947,--,0247863,4726637,Hidroeléctrico                                    -  - Riego,-  -,,"50,000","19,600","675,000","174,000",,Gravedad,"39,000","205,750","1009,900","970,900","978,900","88,000",001,"0,000 -",001,"174,000 -",Compuertas. -,,TUERTO-VALLE (TUERTO),QUINTANA DEL CASTILLO,DUERO
,VILLAMECA (DIQUE DEL COLLADO 1),,Explotación,ESTADO,JOSÉ SUAREZ SINOVA,A,31-12-1947,--,0249286,4726577,Hidroeléctrico                                    -  - Riego,-  -,,"50,000","19,600","675,000","174,000",,Gravedad,"13,500","296,000","1009,900","996,400","998,900","7,200",000,-,000,-,-,,TUERTO-VALLE (TUERTO),QUINTANA DEL CASTILLO,DUERO
,VILLAMECA (DIQUE DEL COLLADO 2),,Explotación,ESTADO,JOSÉ SUAREZ SINOVA,A,31-12-1947,--,0250694,4726507,Hidroeléctrico                                    -  - Riego,-  -,,"50,000","19,600","675,000","174,000",,Gravedad,"6,600","269,000","1009,900","1003,300","1005,900","3,100",000,-,000,-,-,,TUERTO-VALLE (TUERTO),QUINTANA DEL CASTILLO,DUERO
,"VISTILLA, LA / ROSALES",,Explotación,COMUNIDAD DE REGANTES DE LA VISTILLA,M-GONZALEZ,,01-01-1950,--,-738052,3175006,Riego                                             -  -,-  -,,"0,840","0,000","0,000","0,000",,Gravedad,"24,000","90,000","266,000","242,000","242,000","11,000",000,-,000,-,-,,BARRANCO ROSALES,FIRGAS,LAS PALMAS
,ZOCUECA,,Explotación,ESTADO,F. MARTINEZ TOURNE,A,31-12-1940,--,0427175,4217080,Riego                                             -  - Abastecimiento,-  -,,"550,000","94,000","613,000","774,000",,Gravedad,"17,000","107,000","262,000","245,000","247,500","9,000",000,-,001,"485,000 -","No, Labio fijo -",,RUMBLAR,GUARROMÁN,GUADALQUIVIR
